price,name,image,url,description,brand,rating,rating_count,rating_best,categories,health_consideration,animal_type,animal_lifestage,animal_size,size_value,size_unit,size_merged
44.99,"Purina Pro Plan Specialized  Adult Dry Cat Food - No Artificial Colors or Flavors, Lamb &amp; Rice",https://s7d2.scene7.com/is/image/PetSmart/5139231,https://www.petsmart.ca/cat/food-and-treats/dry-food/purina-pro-plan-specialized--adult-dry-cat-food---no-artificial-colors-or-flavors-lamb-and-rice-5139231.html,"Purina Pro Plan Specialized  Adult Dry Cat Food - No Artificial Colors or Flavors, Lamb &amp; Rice",Purina Pro Plan,4.7268,388,5,Food &amp; Treats|Dry Food|,,cat,,,7.0,Lb,7 Lb
91.99,Hill&#x27;s® Science Diet® Indoor Adult Senior 7+ Dry Cat Food - Chicken,https://s7d2.scene7.com/is/image/PetSmart/5117968,https://www.petsmart.ca/cat/food-and-treats/dry-food/hills-science-diet-indoor-adult-senior-7%2B-dry-cat-food---chicken-5117968.html,Hill's&reg; Science Diet&reg; Indoor Adult Senior 7+ Dry Cat Food - Chicken,Hill's Science Diet,4.4507,213,5,Food &amp; Treats|Dry Food|,,cat,,,15.5,Lb,15.5 Lb
28.99,"Purina Pro Plan Focus Indoor Adult Dry Cat Food - With Vitamins, High Fiber, Turkey &amp; Rice",https://s7d2.scene7.com/is/image/PetSmart/5139225,https://www.petsmart.ca/cat/food-and-treats/dry-food/purina-pro-plan-focus-indoor-adult-dry-cat-food---with-vitamins-high-fiber-turkey-and-rice-5139225.html,"Purina Pro Plan Focus Indoor Adult Dry Cat Food - With Vitamins, High Fiber, Turkey &amp; Rice",Purina Pro Plan,4.4886,966,5,Food &amp; Treats|Dry Food|,,cat,,,3.5,Lb,3.5 Lb
91.99,Hill&#x27;s® Science Diet® Adult Senior 7+ Dry Cat Food - Chicken,https://s7d2.scene7.com/is/image/PetSmart/1021440,https://www.petsmart.ca/cat/food-and-treats/dry-food/hills-science-diet-adult-senior-7%2B-dry-cat-food---chicken-1021440.html,Hill's&reg; Science Diet&reg; Adult Senior 7+ Dry Cat Food - Chicken,Hill's Science Diet,4.629,124,5,Food &amp; Treats|Dry Food|,,cat,,,16.0,Lb,16 Lb
63.99,Hill&#x27;s® Science Diet® Indoor Senior 11+ Dry Cat Food - Chicken,https://s7d2.scene7.com/is/image/PetSmart/5202969,https://www.petsmart.ca/cat/food-and-treats/dry-food/hills-science-diet-indoor-senior-11%2B-dry-cat-food---chicken-5202969.html,Hill's&reg; Science Diet&reg; Indoor Senior 11+ Dry Cat Food - Chicken,Hill's Science Diet,4.6261,115,5,Food &amp; Treats|Dry Food|,,cat,,,7.0,Lb,7 Lb
93.99,"Blue Buffalo® Basics&amp;trade; Large Breed Adult Dry Dog Food - Natural, Turkey",https://s7d2.scene7.com/is/image/PetSmart/5168393,https://www.petsmart.ca/dog/food/dry-food/blue-buffalo-basicsandtrade-large-breed-adult-dry-dog-food---natural-turkey-5168393.html,"Blue Buffalo&reg; Basics&amp;trade; Large Breed Adult Dry Dog Food - Natural, Turkey",Blue Buffalo,4.65,40,5,Food|Dry Food|,,dog,,,24.0,Lb,24 Lb
76.99,"Hill&#x27;s® Science Diet® Adult Dry Dog Food - Small Bites, Lamb Meal &amp; Brown Rice",https://s7d2.scene7.com/is/image/PetSmart/5154828,https://www.petsmart.ca/dog/food/dry-food/hills-science-diet-adult-dry-dog-food---small-bites-lamb-meal-and-brown-rice-5154828.html,"Hill's&reg; Science Diet&reg; Adult Dry Dog Food - Small Bites, Lamb Meal &amp; Brown Rice",Hill's Science Diet,4.7083,192,5,Food|Dry Food|,,dog,,,15.5,Lb,15.5 Lb
78.99,Authority® Everyday Health Large Breed Adult Dry Dog Food - Lamb,https://s7d2.scene7.com/is/image/PetSmart/5278893,https://www.petsmart.ca/dog/food/dry-food/authority-everyday-health-large-breed-adult-dry-dog-food---lamb-5278893.html,Authority&reg; Everyday Health Large Breed Adult Dry Dog Food - Lamb,Authority,4.2778,90,5,Food|Dry Food|,,dog,,,34.0,Lb,34 Lb
78.99,Authority® Everyday Health Adult Dry Dog Food - Chicken,https://s7d2.scene7.com/is/image/PetSmart/5278901,https://www.petsmart.ca/dog/food/dry-food/authority-everyday-health-adult-dry-dog-food---chicken-5278901.html,Authority&reg; Everyday Health Adult Dry Dog Food - Chicken,Authority,4.25,28,5,Food|Dry Food|,,dog,,,30.0,Lb,30 Lb
123.99,Royal Canin® Size Health Nutrition&#xfffd; Giant Puppy Dry Dog Food,https://s7d2.scene7.com/is/image/PetSmart/5199388,https://www.petsmart.ca/dog/food/dry-food/royal-canin-size-health-nutrition%C2%99-giant-puppy-dry-dog-food-5199388.html,Royal Canin&reg; Size Health Nutrition Giant Puppy Dry Dog Food,Royal Canin,4.642,81,5,Food|Dry Food|,,dog,,,30.0,Lb,30 Lb
127.99,Royal Canin® Breed Health Nutrition® Labrador Retriever Puppy Breed Specific Dry Dog Food,https://s7d2.scene7.com/is/image/PetSmart/5150140,https://www.petsmart.ca/dog/food/dry-food/royal-canin-breed-health-nutrition-labrador-retriever-puppy-breed-specific-dry-dog-food-5150140.html,Royal Canin&reg; Breed Health Nutrition&reg; Labrador Retriever Puppy Breed Specific Dry Dog Food,Royal Canin,4.6864,118,5,Food|Dry Food|,,dog,,,30.0,Lb,30 Lb
37.99,Royal Canin® Breed Health Nutrition® Chihuahua Puppy Dry Dog Food,https://s7d2.scene7.com/is/image/PetSmart/5173225,https://www.petsmart.ca/dog/food/dry-food/royal-canin-breed-health-nutrition-chihuahua-puppy-dry-dog-food-5173225.html,Royal Canin&reg; Breed Health Nutrition&reg; Chihuahua Puppy Dry Dog Food,Royal Canin,4.9262,122,5,Food|Dry Food|,,dog,,,2.5,Lb,2.5 Lb
11.89,Purina ONE SmartBlend Puppy Food - Lamb &amp; Rice,https://s7d2.scene7.com/is/image/PetSmart/5264848,https://www.petsmart.ca/dog/food/dry-food/purina-one-smartblend-puppy-food---lamb-and-rice-5264848.html,Purina ONE SmartBlend Puppy Food - Lamb &amp; Rice,Purina ONE,4.8391,87,5,Food|Dry Food|,,dog,,,1.8,kg,1.8 kg
90.99,"HALO® DreamCoat Adult Dog Food - Natural, Holistic Chicken &amp; Chicken Liver Recipe",https://s7d2.scene7.com/is/image/PetSmart/5140685,https://www.petsmart.ca/dog/food/dry-food/halo-dreamcoat-adult-dog-food---natural-holistic-chicken-and-chicken-liver-recipe-5140685.html,"HALO&reg; DreamCoat Adult Dog Food - Natural, Holistic Chicken &amp; Chicken Liver Recipe",HALO,4.75,4,5,Food|Dry Food|,,dog,,,21.0,Lb,21 Lb
77.99,Canidae Pure Adult Dry Dog Food - Lamb &amp; Brown Rice,https://s7d2.scene7.com/is/image/PetSmart/5344621,https://www.petsmart.ca/dog/food/dry-food/canidae-pure-adult-dry-dog-food---lamb-and-brown-rice-5344621.html,Canidae Pure Adult Dry Dog Food - Lamb &amp; Brown Rice,CANIDAE,,0,5,Food|Dry Food|,,dog,,,22.0,lb,22 lb
97.99,"Wellness® CORE® Senior Dry Dog Food - Natural, Grain Free",https://s7d2.scene7.com/is/image/PetSmart/5279671,https://www.petsmart.ca/dog/food/dry-food/wellness-core-senior-dry-dog-food---natural-grain-free-5279671.html,"Wellness&reg; CORE&reg; Senior Dry Dog Food - Natural, Grain Free",Wellness,4.2093,43,5,Food|Dry Food|,,dog,,,24.0,Lb,24 Lb
46.99,Authority® Gut Health Adult Dry Dog Food - Chicken,https://s7d2.scene7.com/is/image/PetSmart/5309264,https://www.petsmart.ca/dog/food/dry-food/authority-gut-health-adult-dry-dog-food---chicken-5309264.html,Authority&reg; Gut Health Adult Dry Dog Food - Chicken,Authority,4.5,120,5,Food|Dry Food|,,dog,,,18.0,Lb,18 Lb
39.99,"Only Natural Pet® Wholesome Homemade All Life Stage Dry Dog Food - Poultry, High-Protein, Grain Fre",https://s7d2.scene7.com/is/image/PetSmart/5330449,https://www.petsmart.ca/dog/food/dry-food/only-natural-pet-wholesome-homemade-all-life-stage-dry-dog-food---poultry-high-protein-grain-fre-5330449.html,"Only Natural Pet&reg; Wholesome Homemade All Life Stage Dry Dog Food - Poultry, High-Protein, Grain Fre",Only Natural Pet,4.7,10,5,Food|Dry Food|,,dog,,,6.0,Lb,6 Lb
93.99,"Blue Buffalo® Basics&amp;trade; Adult Dry Dog Food - Natural, Salmon",https://s7d2.scene7.com/is/image/PetSmart/5150157,https://www.petsmart.ca/dog/food/dry-food/blue-buffalo-basicsandtrade-adult-dry-dog-food---natural-salmon-5150157.html,"Blue Buffalo&reg; Basics&amp;trade; Adult Dry Dog Food - Natural, Salmon",Blue Buffalo,4.7159,88,5,Food|Dry Food|,,dog,,,24.0,Lb,24 Lb
92.99,Nulo MedalSeries Senior Dry Dog Food - Chicken,https://s7d2.scene7.com/is/image/PetSmart/5212677,https://www.petsmart.ca/dog/food/dry-food/nulo-medalseries-senior-dry-dog-food---chicken-5212677.html,Nulo MedalSeries Senior Dry Dog Food - Chicken,Nulo,4.9714,35,5,Food|Dry Food|,,dog,,,24.0,Lb,24 Lb
92.99,Nulo MedalSeries Puppy Dry Dog Food - Chicken,https://s7d2.scene7.com/is/image/PetSmart/5212528,https://www.petsmart.ca/dog/food/dry-food/nulo-medalseries-puppy-dry-dog-food---chicken-5212528.html,Nulo MedalSeries Puppy Dry Dog Food - Chicken,Nulo,4.4706,51,5,Food|Dry Food|,,dog,,,24.0,Lb,24 Lb
66.99,"Blue Buffalo® Life Protection Formula&amp;trade;  Adult Dry Dog Food - Natural, Beef",https://s7d2.scene7.com/is/image/PetSmart/5322061,https://www.petsmart.ca/dog/food/dry-food/blue-buffalo-life-protection-formulaandtrade--adult-dry-dog-food---natural-beef-5322061.html,"Blue Buffalo&reg; Life Protection Formula&amp;trade;  Adult Dry Dog Food - Natural, Beef",Blue Buffalo,4.7059,17,5,Food|Dry Food|,,dog,,,26.0,Lb,26 Lb
26.99,"Blue Buffalo® Life Protection Formula&amp;trade; Small Breed Adult Dry Dog Food - Natural, Beef",https://s7d2.scene7.com/is/image/PetSmart/5322198,https://www.petsmart.ca/dog/food/dry-food/blue-buffalo-life-protection-formulaandtrade-small-breed-adult-dry-dog-food---natural-beef-5322198.html,"Blue Buffalo&reg; Life Protection Formula&amp;trade; Small Breed Adult Dry Dog Food - Natural, Beef",Blue Buffalo,4.8262,1139,5,Food|Dry Food|,,dog,,,6.0,Lb,6 Lb
27.99,"Nulo MedalSeries Small Breed Adult Dry Dog Food - High-Protein, Chicken, duck &amp; Turkey",https://s7d2.scene7.com/is/image/PetSmart/5322763,https://www.petsmart.ca/dog/food/dry-food/nulo-medalseries-small-breed-adult-dry-dog-food---high-protein-chicken-duck-and-turkey-5322763.html,"Nulo MedalSeries Small Breed Adult Dry Dog Food - High-Protein, Chicken, duck &amp; Turkey",Nulo,4.7838,37,5,Food|Dry Food|,,dog,,,4.0,Lb,4 Lb
27.99,Nulo MedalSeries Puppy Dry Dog Food - Turkey,https://s7d2.scene7.com/is/image/PetSmart/5300300,https://www.petsmart.ca/dog/food/dry-food/nulo-medalseries-puppy-dry-dog-food---turkey-5300300.html,Nulo MedalSeries Puppy Dry Dog Food - Turkey,Nulo,4.7455,55,5,Food|Dry Food|,,dog,,,4.5,Lb,4.5 Lb
34.99,Zeal Air-Dried Dog Food - Beef,https://s7d2.scene7.com/is/image/PetSmart/5345436,https://www.petsmart.ca/dog/food/dry-food/zeal-air-dried-dog-food---beef-5345436.html,Zeal Air-Dried Dog Food - Beef,Zeal Canada,,0,5,Food|Dry Food|,,dog,,,1.0,Lb,1 Lb
31.99,"HALO® Holistic Adult Dry Dog Food - Natural, Wild-caught Salmon &amp; Whitefish",https://s7d2.scene7.com/is/image/PetSmart/5340257,https://www.petsmart.ca/dog/food/dry-food/halo-holistic-adult-dry-dog-food---natural-wild-caught-salmon-and-whitefish-5340257.html,"HALO&reg; Holistic Adult Dry Dog Food - Natural, Wild-caught Salmon &amp; Whitefish",HALO,,0,5,Food|Dry Food|,,dog,,,3.5,Lb,3.5 Lb
34.99,Purina Puppy Chow with Real Chicken Dry Dog Food,https://s7d2.scene7.com/is/image/PetSmart/5340717,https://www.petsmart.ca/dog/food/dry-food/purina-puppy-chow-with-real-chicken-dry-dog-food-5340717.html,Purina Puppy Chow with Real Chicken Dry Dog Food,Purina Puppy Chow,4.6024,3219,5,Food|Dry Food|,,dog,,,11.4,kg,11.4 kg
34.99,Purina Dog Chow Complete Adult with Real Chicken Dry Dog Food,https://s7d2.scene7.com/is/image/PetSmart/5340715,https://www.petsmart.ca/dog/food/dry-food/purina-dog-chow-complete-adult-with-real-chicken-dry-dog-food-5340715.html,Purina Dog Chow Complete Adult with Real Chicken Dry Dog Food,Purina Dog Chow,4.7302,189,5,Food|Dry Food|,,dog,,,14.0,kg,14 kg
35.99,Royal Canin Breed Health Nutrition Poodle Adult Dry Dog Food - Chicken,https://s7d2.scene7.com/is/image/PetSmart/5345496,https://www.petsmart.ca/dog/food/dry-food/royal-canin-breed-health-nutrition-poodle-adult-dry-dog-food---chicken-5345496.html,Royal Canin Breed Health Nutrition Poodle Adult Dry Dog Food - Chicken,Royal Canin,4.8387,124,5,Food|Dry Food|,,dog,,,2.5,Lb,2.5 Lb
39.99,"Royal Canin Cocker Spaniel Medium Breed Adult Dry Dog Food - Skin &amp; Coat Health, Chicken",https://s7d2.scene7.com/is/image/PetSmart/5343858,https://www.petsmart.ca/dog/food/dry-food/royal-canin-cocker-spaniel-medium-breed-adult-dry-dog-food---skin-and-coat-health-chicken-5343858.html,"Royal Canin Cocker Spaniel Medium Breed Adult Dry Dog Food - Skin &amp; Coat Health, Chicken",Royal Canin,4.74,50,5,Food|Dry Food|,,dog,,,6.0,Lb,6 Lb
31.99,"Blue Buffalo® Wilderness&amp;trade; Adult Dry Dog Food - Natural, High Protein, Wholesome Grains, Duck",https://s7d2.scene7.com/is/image/PetSmart/5339213,https://www.petsmart.ca/dog/food/dry-food/blue-buffalo-wildernessandtrade-adult-dry-dog-food---natural-high-protein-wholesome-grains-duck-5339213.html,"Blue Buffalo&reg; Wilderness&amp;trade; Adult Dry Dog Food - Natural, High Protein, Wholesome Grains, Duck",Blue Buffalo,4.5462,249,5,Food|Dry Food|,,dog,,,4.5,Lb,4.5 Lb
94.99,Royal Canin® Digestive Care Medium Breed Dry Dog Food,https://s7d2.scene7.com/is/image/PetSmart/5336256,https://www.petsmart.ca/dog/food/dry-food/royal-canin-digestive-care-medium-breed-dry-dog-food-5336256.html,Royal Canin&reg; Digestive Care Medium Breed Dry Dog Food,Royal Canin,4.5143,35,5,Food|Dry Food|,,dog,,,17.0,Lb,17 Lb
31.99,Halo Holistic Vegan Plant-Based with Kelp Dry Dog Food,https://s7d2.scene7.com/is/image/PetSmart/5340256,https://www.petsmart.ca/dog/food/dry-food/halo-holistic-vegan-plant-based-with-kelp-dry-dog-food-5340256.html,Halo Holistic Vegan Plant-Based with Kelp Dry Dog Food,HALO,5.0,1,5,Food|Dry Food|,,dog,,,3.5,Lb,3.5 Lb
31.99,"Blue Buffalo® Wilderness&amp;trade; Adult Dry Dog Food - Natural, High Protein, Wholesome Grains, Chicke",https://s7d2.scene7.com/is/image/PetSmart/5339251,https://www.petsmart.ca/dog/food/dry-food/blue-buffalo-wildernessandtrade-adult-dry-dog-food---natural-high-protein-wholesome-grains-chicke-5339251.html,"Blue Buffalo&reg; Wilderness&amp;trade; Adult Dry Dog Food - Natural, High Protein, Wholesome Grains, Chicke",Blue Buffalo,4.5843,267,5,Food|Dry Food|,,dog,,,4.5,Lb,4.5 Lb
130.99,"Royal Canin Large Breed Joint Care Adult Dry Dog Food - Skin &amp; Coat Health, Chicken",https://s7d2.scene7.com/is/image/PetSmart/5343856,https://www.petsmart.ca/dog/food/dry-food/royal-canin-large-breed-joint-care-adult-dry-dog-food---skin-and-coat-health-chicken-5343856.html,"Royal Canin Large Breed Joint Care Adult Dry Dog Food - Skin &amp; Coat Health, Chicken",Royal Canin,4.814,43,5,Food|Dry Food|,,dog,,,30.0,Lb,30 Lb
34.99,"Merrick® Backcountry® Adult Dry Dog Food - Beef, Grain Free, Gluten Free",https://s7d2.scene7.com/is/image/PetSmart/5299388,https://www.petsmart.ca/dog/food/dry-food/merrick-backcountry-adult-dry-dog-food---beef-grain-free-gluten-free-5299388.html,"Merrick&reg; Backcountry&reg; Adult Dry Dog Food - Beef, Grain Free, Gluten Free",Merrick,4.218,133,5,Food|Dry Food|,,dog,,,4.0,Lb,4 Lb
53.99,Simply Nourish® Original Small Breed Adult Dry Dog Food - Chicken &amp; Brown Rice,https://s7d2.scene7.com/is/image/PetSmart/5287518,https://www.petsmart.ca/dog/food/dry-food/simply-nourish-original-small-breed-adult-dry-dog-food---chicken-and-brown-rice-5287518.html,Simply Nourish&reg; Original Small Breed Adult Dry Dog Food - Chicken &amp; Brown Rice,Simply Nourish,4.589,163,5,Food|Dry Food|,,dog,,,15.0,Lb,15 Lb
30.99,Iams® ProActive Health Lamb &amp; Rice Adult Dog Food,https://s7d2.scene7.com/is/image/PetSmart/5282201,https://www.petsmart.ca/dog/food/dry-food/iams-proactive-health-lamb-and-rice-adult-dog-food-5282201.html,Iams&reg; ProActive Health Lamb &amp; Rice Adult Dog Food,Iams,5.0,3,5,Food|Dry Food|,,dog,,,15.0,Lb,15 Lb
27.99,"Nulo MedalSeries Adult Dry Dog Food - High-Protein, Beef",https://s7d2.scene7.com/is/image/PetSmart/5322843,https://www.petsmart.ca/dog/food/dry-food/nulo-medalseries-adult-dry-dog-food---high-protein-beef-5322843.html,"Nulo MedalSeries Adult Dry Dog Food - High-Protein, Beef",Nulo,4.625,40,5,Food|Dry Food|,,dog,,,4.0,Lb,4 Lb
129.99,"Instinct® Raw Boost Large Breed Puppy Dry Dog Food - Grain Free, Chicken Meal",https://s7d2.scene7.com/is/image/PetSmart/5216531,https://www.petsmart.ca/dog/food/dry-food/instinct-raw-boost-large-breed-puppy-dry-dog-food---grain-free-chicken-meal-5216531.html,"Instinct&reg; Raw Boost Large Breed Puppy Dry Dog Food - Grain Free, Chicken Meal",Instinct,4.4194,31,5,Food|Dry Food|,,dog,,,20.0,Lb,20 Lb
38.99,Hill&#x27;s Science Diet Perfect Weight Small Bites Adult Dry Dog Food - Chicken,https://s7d2.scene7.com/is/image/PetSmart/5313982,https://www.petsmart.ca/dog/food/dry-food/hills-science-diet-perfect-weight-small-bites-adult-dry-dog-food---chicken-5313982.html,Hill's Science Diet Perfect Weight Small Bites Adult Dry Dog Food - Chicken,Hill's Science Diet,4.6377,138,5,Food|Dry Food|,,dog,,,4.0,Lb,4 Lb
94.99,"Canidae® Pure&amp;trade; Adult Dry Dog Food - Limited Ingredient Diet, Salmon",https://s7d2.scene7.com/is/image/PetSmart/5288786,https://www.petsmart.ca/dog/food/dry-food/canidae-pureandtrade-adult-dry-dog-food---limited-ingredient-diet-salmon-5288786.html,"Canidae&reg; Pure&amp;trade; Adult Dry Dog Food - Limited Ingredient Diet, Salmon",CANIDAE,4.1045,67,5,Food|Dry Food|,,dog,,,24.0,Lb,24 Lb
22.99,"Canidae® Pure&amp;trade; Adult Dry Dog Food - Limited Ingredient Diet, With-Grain, Bison &amp; Barley",https://s7d2.scene7.com/is/image/PetSmart/5322332,https://www.petsmart.ca/dog/food/dry-food/canidae-pureandtrade-adult-dry-dog-food---limited-ingredient-diet-with-grain-bison-and-barley-5322332.html,"Canidae&reg; Pure&amp;trade; Adult Dry Dog Food - Limited Ingredient Diet, With-Grain, Bison &amp; Barley",CANIDAE,4.25,8,5,Food|Dry Food|,,dog,,,4.0,Lb,4 Lb
52.99,Simply Nourish® Original Adult Dry Dog Food - Lamb &amp; Oatmeal,https://s7d2.scene7.com/is/image/PetSmart/5287506,https://www.petsmart.ca/dog/food/dry-food/simply-nourish-original-adult-dry-dog-food---lamb-and-oatmeal-5287506.html,Simply Nourish&reg; Original Adult Dry Dog Food - Lamb &amp; Oatmeal,Simply Nourish,4.5047,214,5,Food|Dry Food|,,dog,,,15.0,Lb,15 Lb
38.99,Hill&#x27;s® Science Diet® Senior Vitality Small Breed Adult Senior 7+ Dry Dog Food - Chicken &amp; Rice,https://s7d2.scene7.com/is/image/PetSmart/5267965,https://www.petsmart.ca/dog/food/dry-food/hills-science-diet-senior-vitality-small-breed-adult-senior-7%2B-dry-dog-food---chicken-and-rice-5267965.html,Hill's&reg; Science Diet&reg; Senior Vitality Small Breed Adult Senior 7+ Dry Dog Food - Chicken &amp; Rice,Hill's Science Diet,4.7195,82,5,Food|Dry Food|,,dog,,,3.5,Lb,3.5 Lb
37.99,Royal Canin® Breed Health Nutrition® Pug Puppy Breed Specific Dry Dog Food,https://s7d2.scene7.com/is/image/PetSmart/5211541,https://www.petsmart.ca/dog/food/dry-food/royal-canin-breed-health-nutrition-pug-puppy-breed-specific-dry-dog-food-5211541.html,Royal Canin&reg; Breed Health Nutrition&reg; Pug Puppy Breed Specific Dry Dog Food,Royal Canin,4.8167,60,5,Food|Dry Food|,,dog,,,2.5,Lb,2.5 Lb
79.99,Canidae® All Life Stage Dry Dog Food - Lamb,https://s7d2.scene7.com/is/image/PetSmart/5288696,https://www.petsmart.ca/dog/food/dry-food/canidae-all-life-stage-dry-dog-food---lamb-5288696.html,Canidae&reg; All Life Stage Dry Dog Food - Lamb,CANIDAE,4.25,24,5,Food|Dry Food|,,dog,,,30.0,Lb,30 Lb
94.99,Canidae® All Life Stage Dry Dog Food - Multi Protein,https://s7d2.scene7.com/is/image/PetSmart/5288703,https://www.petsmart.ca/dog/food/dry-food/canidae-all-life-stage-dry-dog-food---multi-protein-5288703.html,Canidae&reg; All Life Stage Dry Dog Food - Multi Protein,CANIDAE,4.28,50,5,Food|Dry Food|,,dog,,,44.0,LB,44 LB
20.39,Purina ONE SmartBlend Small Dog Food,https://s7d2.scene7.com/is/image/PetSmart/5326214,https://www.petsmart.ca/dog/food/dry-food/purina-one-smartblend-small-dog-food-5326214.html,Purina ONE SmartBlend Small Dog Food,Purina ONE,4.6729,107,5,Food|Dry Food|,,dog,,,,,One Size
30.99,"IAMS&amp;trade; Proactive Health Puppy Dry Dog Food - Healthy Development, Chicken &amp; Whole Grains",https://s7d2.scene7.com/is/image/PetSmart/5210687,https://www.petsmart.ca/dog/food/dry-food/iamsandtrade-proactive-health-puppy-dry-dog-food---healthy-development-chicken-and-whole-grains-5210687.html,"IAMS&amp;trade; Proactive Health Puppy Dry Dog Food - Healthy Development, Chicken &amp; Whole Grains",Iams,4.6361,338,5,Food|Dry Food|,,dog,,,15.0,Lb,15 Lb
68.99,"NUTRO ULTRA&amp;trade; Adult Dry Dog Food - Chicken, Lamb, Salmon",https://s7d2.scene7.com/is/image/PetSmart/5168911,https://www.petsmart.ca/dog/food/dry-food/nutro-ultraandtrade-adult-dry-dog-food---chicken-lamb-salmon-5168911.html,"NUTRO ULTRA&amp;trade; Adult Dry Dog Food - Chicken, Lamb, Salmon",Nutro Ultra,4.6702,188,5,Food|Dry Food|,,dog,,,15.0,Lb,15 Lb
105.99,Instinct® Raw Boost® Whole Grain + Freeze-Dried Puppy Dry Dog Food,https://s7d2.scene7.com/is/image/PetSmart/5299128,https://www.petsmart.ca/dog/food/dry-food/instinct-raw-boost-whole-grain-%2B-freeze-dried-puppy-dry-dog-food-5299128.html,Instinct&reg; Raw Boost&reg; Whole Grain + Freeze-Dried Puppy Dry Dog Food,Instinct,4.8333,12,5,Food|Dry Food|,,dog,,,20.0,Lb,20 Lb
97.99,Hill&#x27;s Science Diet Large Breed Puppy Dry Dog Food - Lamb &amp; Rice,https://s7d2.scene7.com/is/image/PetSmart/5137701,https://www.petsmart.ca/dog/food/dry-food/hills-science-diet-large-breed-puppy-dry-dog-food---lamb-and-rice-5137701.html,Hill's Science Diet Large Breed Puppy Dry Dog Food - Lamb &amp; Rice,Hill's Science Diet,4.5,102,5,Food|Dry Food|,,dog,,,30.0,Lb,30 Lb
71.99,Hill&#x27;s Science Diet Small &amp; Mini Puppy Dry Dog Food - Chicken,https://s7d2.scene7.com/is/image/PetSmart/5151374,https://www.petsmart.ca/dog/food/dry-food/hills-science-diet-small-and-mini-puppy-dry-dog-food---chicken-5151374.html,Hill's Science Diet Small &amp; Mini Puppy Dry Dog Food - Chicken,Hill's Science Diet,4.8146,178,5,Food|Dry Food|,,dog,,,15.5,Lb,15.5 Lb
100.99,Hill&#x27;s® Science Diet® Light Adult Dry Dog Food - Chicken Meal &amp; Barley,https://s7d2.scene7.com/is/image/PetSmart/5286299,https://www.petsmart.ca/dog/food/dry-food/hills-science-diet-light-adult-dry-dog-food---chicken-meal-and-barley-5286299.html,Hill's&reg; Science Diet&reg; Light Adult Dry Dog Food - Chicken Meal &amp; Barley,Hill's Science Diet,4.8172,186,5,Food|Dry Food|,,dog,,,30.0,Lb,30 Lb
97.99,Hill&#x27;s Science Diet Puppy Dry Dog Food - Chicken &amp; Barley,https://s7d2.scene7.com/is/image/PetSmart/5137707,https://www.petsmart.ca/dog/food/dry-food/hills-science-diet-puppy-dry-dog-food---chicken-and-barley-5137707.html,Hill's Science Diet Puppy Dry Dog Food - Chicken &amp; Barley,Hill's Science Diet,4.5455,429,5,Food|Dry Food|,,dog,,,30.0,Lb,30 Lb
125.99,Royal Canin® Breed Health Nutrition Rottweiler Dry Dog Food,https://s7d2.scene7.com/is/image/PetSmart/5336242,https://www.petsmart.ca/dog/food/dry-food/royal-canin-breed-health-nutrition-rottweiler-dry-dog-food-5336242.html,Royal Canin&reg; Breed Health Nutrition Rottweiler Dry Dog Food,Royal Canin,4.7619,42,5,Food|Dry Food|,,dog,,,30.0,Lb,30 Lb
89.99,"Blue Buffalo® Wilderness&amp;trade; Large Breed Adult Dry Dog Food - Grain Free, Salmon",https://s7d2.scene7.com/is/image/PetSmart/5291150,https://www.petsmart.ca/dog/food/dry-food/blue-buffalo-wildernessandtrade-large-breed-adult-dry-dog-food---grain-free-salmon-5291150.html,"Blue Buffalo&reg; Wilderness&amp;trade; Large Breed Adult Dry Dog Food - Grain Free, Salmon",Blue Buffalo,4.44,25,5,Food|Dry Food|,,dog,,,24.0,Lb,24 Lb
20.99,Natural Balance Limited Ingredient Freeze-Dried Raw All Life Stage Dog Food Topper - 6 Oz.,https://s7d2.scene7.com/is/image/PetSmart/5319668,https://www.petsmart.ca/dog/food/food-toppers/natural-balance-limited-ingredient-freeze-dried-raw-all-life-stage-dog-food-topper---6-oz.-5319668.html,Natural Balance Limited Ingredient Freeze-Dried Raw All Life Stage Dog Food Topper - 6 Oz.,Natural Balance,4.8182,11,5,Food|Food Toppers|,,dog,,,6.0,Oz,6 Oz
65.99,Simply Nourish® Original Weight Management Large Breed Adult Dry Dog Food - Turkey &amp; Brown Rice,https://s7d2.scene7.com/is/image/PetSmart/5287516,https://www.petsmart.ca/dog/food/dry-food/simply-nourish-original-weight-management-large-breed-adult-dry-dog-food---turkey-and-brown-rice-5287516.html,Simply Nourish&reg; Original Weight Management Large Breed Adult Dry Dog Food - Turkey &amp; Brown Rice,Simply Nourish,4.2632,38,5,Food|Dry Food|,,dog,,,30.0,Lb,30 Lb
99.99,Natural Balance Limited Ingredient Diets Adult Dry Dog Food - Salmon &amp; Brown Rice,https://s7d2.scene7.com/is/image/PetSmart/5323729,https://www.petsmart.ca/dog/food/dry-food/natural-balance-limited-ingredient-diets-adult-dry-dog-food---salmon-and-brown-rice-5323729.html,Natural Balance Limited Ingredient Diets Adult Dry Dog Food - Salmon &amp; Brown Rice,Natural Balance,3.625,8,5,Food|Dry Food|,,dog,,,24.0,Lb,24 Lb
